phone_number,reports,fraud_tag,risk_score,last_reported
9493531027,7,None,35,2026-01-22 21:10:37.751299
9959578447,7,None,35,2026-02-04 21:10:37.751299
9618267195,1,None,5,2026-02-03 21:10:37.751299
9199881181,18,KYC Fraud,90,2026-01-29 21:10:37.751299
9928382054,4,None,20,2026-02-07 21:10:37.751299
9368772929,14,Fake UPI Collect,70,2026-01-30 21:10:37.751299
9888306284,2,None,10,2026-01-18 21:10:37.751299
9321009125,16,Job Scam,80,2026-02-10 21:10:37.751299
9818813998,11,KYC Fraud,55,2026-01-12 21:10:37.751299
9924927756,9,Loan Scam,45,2026-01-30 21:10:37.751299
9361190082,5,None,25,2026-01-19 21:10:37.751299
9564785311,18,KYC Fraud,90,2026-01-13 21:10:37.751299
9417109128,11,KYC Fraud,55,2026-01-30 21:10:37.751299
9781891242,18,Impersonation,90,2026-01-27 21:10:37.751299
9135380978,18,Loan Scam,90,2026-01-29 21:10:37.751299
9926056534,13,Lottery Scam,65,2026-01-28 21:10:37.751299
9750759708,5,None,25,2026-01-28 21:10:37.751299
9381626570,13,Loan Scam,65,2026-01-26 21:10:37.751299
9194779548,1,None,5,2026-02-09 21:10:37.751299
9779767246,20,Impersonation,100,2026-02-01 21:10:37.751299
9516352345,7,None,35,2026-01-29 21:10:37.751299
9825273333,14,KYC Fraud,70,2026-02-10 21:10:37.751299
9382873526,6,None,30,2026-01-18 21:10:37.751299
9693824760,12,Impersonation,60,2026-01-21 21:10:37.751299
9806819257,13,KYC Fraud,65,2026-02-06 21:10:37.751299
9929404191,3,None,15,2026-01-22 21:10:37.751299
9210656919,14,Fake UPI Collect,70,2026-01-12 21:10:37.751299
9908930946,9,Job Scam,45,2026-02-03 21:10:37.751299
9514440502,2,None,10,2026-01-22 21:10:37.751299
9817104278,18,Lottery Scam,90,2026-02-09 21:10:37.751299
9532319603,3,None,15,2026-02-01 21:10:37.751299
9199351917,6,None,30,2026-01-28 21:10:37.751299
9992414571,19,Lottery Scam,95,2026-01-21 21:10:37.751299
9645661958,13,Fake UPI Collect,65,2026-02-04 21:10:37.751299
9526048219,3,None,15,2026-01-17 21:10:37.751299
9217057753,13,Fake UPI Collect,65,2026-01-20 21:10:37.751299
9888465256,15,Lottery Scam,75,2026-02-05 21:10:37.751299
9140025964,13,Fake UPI Collect,65,2026-02-10 21:10:37.751299
9307762584,16,Fake UPI Collect,80,2026-01-29 21:10:37.751299
9941915232,19,Job Scam,95,2026-01-22 21:10:37.751299
9994897926,14,KYC Fraud,70,2026-02-09 21:10:37.751299
9265750965,10,Fake UPI Collect,50,2026-01-30 21:10:37.751299
9161098146,9,KYC Fraud,45,2026-01-28 21:10:37.751299
9725208802,0,None,0,2026-01-29 21:10:37.751299
9658842049,3,None,15,2026-01-14 21:10:37.751299
9790481138,16,Lottery Scam,80,2026-01-17 21:10:37.751299
9794234160,16,Loan Scam,80,2026-01-25 21:10:37.751299
9842571779,9,Fake UPI Collect,45,2026-01-20 21:10:37.751299
9655331385,19,Job Scam,95,2026-02-09 21:10:37.751299
9414190138,4,None,20,2026-01-31 21:10:37.751299
9340369411,20,Loan Scam,100,2026-02-07 21:10:37.751299
9273474868,17,Job Scam,85,2026-01-13 21:10:37.751299
9834135810,10,KYC Fraud,50,2026-02-10 21:10:37.751299
9268073415,13,KYC Fraud,65,2026-01-26 21:10:37.751299
9801355499,7,None,35,2026-01-28 21:10:37.751299
9150842498,8,Impersonation,40,2026-02-08 21:10:37.751299
9669610370,12,Loan Scam,60,2026-01-13 21:10:37.753305
9627213628,12,KYC Fraud,60,2026-01-21 21:10:37.753305
9656252417,7,None,35,2026-01-26 21:10:37.753305
9939396994,19,KYC Fraud,95,2026-01-25 21:10:37.753305
9948885776,8,Fake UPI Collect,40,2026-01-17 21:10:37.753305
9562194099,19,Fake UPI Collect,95,2026-01-17 21:10:37.753305
9138248528,15,Job Scam,75,2026-01-29 21:10:37.753305
9534769301,7,None,35,2026-01-14 21:10:37.753305
9506813731,19,Lottery Scam,95,2026-01-25 21:10:37.753305
9191136737,17,Job Scam,85,2026-01-15 21:10:37.753305
9598301240,18,Job Scam,90,2026-01-16 21:10:37.753305
9390347826,16,Lottery Scam,80,2026-01-26 21:10:37.753305
9919634040,15,Job Scam,75,2026-01-29 21:10:37.753305
9383812897,8,Fake UPI Collect,40,2026-02-11 21:10:37.753305
9167114131,12,Fake UPI Collect,60,2026-01-15 21:10:37.753305
9709738724,1,None,5,2026-01-19 21:10:37.753305
9733468101,5,None,25,2026-01-13 21:10:37.753305
9899153443,14,Lottery Scam,70,2026-01-16 21:10:37.753305
9807578613,13,KYC Fraud,65,2026-01-12 21:10:37.753305
9391785355,4,None,20,2026-02-06 21:10:37.753305
9249990361,11,Fake UPI Collect,55,2026-02-05 21:10:37.753305
9994600394,13,Lottery Scam,65,2026-02-11 21:10:37.753305
9906739769,11,Lottery Scam,55,2026-02-03 21:10:37.753305
9576011218,5,None,25,2026-02-05 21:10:37.753305
9683267888,19,Lottery Scam,95,2026-02-11 21:10:37.753305
9113571917,6,None,30,2026-01-20 21:10:37.753305
9372517088,11,Loan Scam,55,2026-02-09 21:10:37.753305
